section,subsection,component_id,description,selling_price_gbp,lead_time_days
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD5027,Classic 3 1200h x 500w 0.3kW STR Chrome Towel Rail,312.56,1
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD5029,Classic 3 1800h x 500w 0.5kW STR Chrome Towel Rail,446.12,1
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9259,Stelrad Classic Curved Towel Rail 760h x 500w 0.33kW Chrome,292.58,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9260,Stelrad Classic Curved Towel Rail 760h x 500w 0.33kW White,157.61,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9261,Stelrad Classic Curved Towel Rail 1211h x 500w 0.48kW Chrome,361.91,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9262,Stelrad Classic Curved Towel Rail 1211h x 500w 0.48kW White,226.73,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9263,Stelrad Classic Curved Towel Rail 1744h x 500w 0.72kW Chrome,426.55,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9264,Stelrad Classic Curved Towel Rail 1744h x 500w 0.72kW White,292.58,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9265,Stelrad Concord Rail 1186h x 450w 0.53kW Signal White,537.67,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9266,Stelrad Concord Rail 1186h x 600w 0.69kW Signal White,581.3,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9267,Stelrad Concord Rail 1511h x 450w 0.66kW Signal White,605.16,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9268,Stelrad Concord Rail 1511h x 600w 0.87kW Signal White,647.57,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9269,Stelrad Concord Plane Single Panel 588h x 500w 0.5kW White,254.46,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9270,Stelrad Concord Plane Single Panel 588h x 600w 0.6kW White,269.54,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9271,Stelrad Concord Plane Single Panel 588h x 700w 0.7kW White,276.89,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9272,Stelrad Concord Plane Single Panel 588h x 800w 0.8kW White,286.68,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9273,Stelrad Concord Plane Single Panel 588h x 900w 0.9kW White,294.01,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9274,Stelrad Concord Plane Single Panel 588h x 1000w 1kW White,303.4,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9275,Stelrad Concord Plane Single Panel 588h x 1100w 1.1kW White,326.03,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9276,Stelrad Concord Plane Single Panel 588h x 1200w 1.2kW White,343.15,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9277,Stelrad Concord Plane Single Panel 588h x 1400w 1.4kW White,357.84,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9278,Stelrad Concord Vertical 1800h x 440w 0.78kW White,357.84,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9279,Stelrad Concord Vertical 1800h x 588w 1kW White,391.88,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9280,Stelrad Concord Vertical 1800h x 736w 1.3kW White,450.2,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9281,Stelrad Concord Vertical 2000h x 440w 0.87kW White,374.96,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9282,Stelrad Concord Vertical 2000h x 588w 1.2kW White,418.39,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9283,Stelrad Concord Vertical 2000h x 736w 1.45kW White,467.33,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9289,Stelrad Classic 2 Column 500h x 628w 0.5kW Pure White,243.44,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9290,Stelrad Classic 2 Column 500h x 858w 0.7kW Pure White,323.78,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9291,Stelrad Classic 2 Column 500h x 1042w 0.85kW Pure White,402.49,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9292,Stelrad Classic 2 Column 600h x 628w 0.59kW Pure White,267.3,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9293,Stelrad Classic 2 Column 600h x 858w 0.82kW Pure White,349.07,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9294,Stelrad Classic 2 Column 600h x 1042w 1kW Pure White,426.55,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9295,Stelrad Classic 3 Column 300h x 628w 0.42kW Pure White,312.56,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9296,Stelrad Classic 3 Column 300h x 858w 0.58kW Pure White,394.8,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9297,Stelrad Classic 3 Column 300h x 1042w 0.7kW Pure White,486.0,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9298,Stelrad Classic 3 Column 500h x 444w 0.46W Pure White,222.4,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9299,Stelrad Classic 3 Column 500h x 628w 0.67kW Pure White,323.78,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9300,Stelrad Classic 3 Column 500h x 858w 0.93kW Pure White,415.33,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9301,Stelrad Classic 3 Column 500h x 1042w 1.1kW Pure White,502.6,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9302,Stelrad Classic 3 Column 600h x 444w 0.55kW Pure White,267.3,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9303,Stelrad Classic 3 Column 600h x 628w 0.8kW Pure White,316.8,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9304,Stelrad Classic 3 Column 600h x 858w 1.1kW Pure White,458.96,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9305,Stelrad Classic 3 Column 600h x 1042w 1.3kW Pure White,561.73,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9306,Stelrad Classic 3 Column 750h x 858w 1.3kW Pure White,581.3,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9307,Stelrad Classic 3 Column 750h x 1042w 1.6kW Pure White,671.22,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9308,Stelrad Classic 2 Column Vertical 1800h x 352w 0.87kW Pure White,336.22,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9309,Stelrad Classic 2 Column Vertical 1800h x 444w 1.1kW Pure White,426.55,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9310,Stelrad Classic 2 Column Vertical 2000h x 352w 0.97kW Pure White,355.0,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CRAD9311,Stelrad Classic 2 Column Vertical 2000h x 444w 1.2kW Pure White,458.96,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CSHO6003,Acute Mixer Shower,292.74,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CSHO6034,Aspirante Brushed Steel 9.5kw,369.88,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CSHO6033,Aspirante Brushed Steel 8.5kw,353.56,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CSHO6028,Dene Eco Cool Touch Bar Mixer Shower,179.5,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CSHO6027,Dene Cool Touch Bar Mixer Shower,168.61,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CSHO6026,Tees Bar Diverter Mixer Shower,337.24,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CSHO6025,Dene Bar Diverter Mixer Shower,282.85,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CSHO6024,Exe Cool Touch Shower,146.33,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CSHO6023,Dene Concentric Mixer Shower,217.57,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CSHO6030,T80 Pro-fit 9.5kw Shower,244.76,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CSHO6029,T80 Pro-fit 8.5kw Shower,228.44,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CSHO6041,Aspirante White 9.5kw,369.88,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CSHO6040,Aspirante White 8.5kw,346.8,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,P188,Install new additional shower (gravity),301.39,1
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,P189,Install new additional shower(power),386.9,1
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,P190,Install new additional shower(high pressure/combi),225.53,1
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,P191,Install new additional electric shower,453.18,1
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,P192,Install new replacement electric/pumped shower,417.05,1
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,P1901,Install new replacement shower,162.96,1
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,P1909,Install Shower Pump,264.36,1
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,P0901,Shower Fixing Kit Exposed,73.8,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CSHO6042,Salamander CT50 Xtra Twin 1.5 Bar Positive Shower Pump,233.89,3
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0024,DAIKIN UK.PPC150/R32SS 150L PP R32 CYL,1470.0,2
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0025,DAIKIN UK.PPC180/R32SS 180L PP R32 CYL,1550.0,2
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0026,DAIKIN UK.PPC210/R32SS 210L PP R32 CYL,1560.0,2
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0027,DAIKIN UK.PPC250/R32SS 250L PP R32 CYL,1570.0,2
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0028,DAIKIN UK.PPC300/R32SS 300L PP R32 CYL,1850.0,2
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0029,DAIKIN UK.PPC150SL/R32SS 150L SL PP CYL,1530.0,2
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0030,DAIKIN UK.PPC180SL/R32SS 180L SL PP CYL,1640.0,2
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1084,Gledhill 114ltr Envirofoam stainless steel cylinder 1050h x 470dia,238.56,1
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1085,Gledhill 140ltr Envirofoam stainless steel cylinder 1050h x 520dia,238.56,1
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1086,Gledhill 117ltr Envirofoam stainless steel cylinder 900h x 520dia,238.56,1
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1087,Gledhill 95ltr Envirofoam copper cylinder 1600h x 420dia,326.64,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1088,Gledhill 98ltr Envirofoam stainless steel cylinder 900h x 470dia,238.56,1
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1089,Gledhill 162ltr Envirofoam stainless steel cylinder 1200h x 520dia,238.56,1
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1090,Gledhill 140ltr Combination copper cylinder 1075h x 520dia,380.68,3
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1091,Gledhill 162ltr Combination copper cylinder 1200h x 520dia,380.68,3
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1092,Gledhill 210ltr Combination copper cylinder 1850h x 520dia,578.04,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1093,Gledhill 180ltr StainlessLite Plus Unvented cylinder 1306h x 550dia,873.28,3
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1094,Gledhill 210ltr StainlessLite Plus Unvented cylinder 1494h x 550dia,859.21,3
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1095,Gledhill 250ltr StainlessLite Plus Unvented cylinder 1744h x 550dia,982.56,3
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1096,Gledhill 300ltr StainlessLite Plus Unvented cylinder 1990h x 550dia,982.56,3
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1097,Gledhill 90ltr StainlessLite Plus Unvented cylinder 764h x 550dia,763.79,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1098,Gledhill 120ltr StainlessLite Plus Unvented cylinder 931h x 550dia,763.79,3
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1099,Gledhill 150ltr StainlessLite Plus Unvented cylinder 1118h x 550dia,763.79,3
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1108,Gledhill 90ltr Slimline StainlessLite Plus Unvented cyl 976h x 475dia,763.79,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1109,Gledhill 120ltr Slimline StainlessLite Plus Unvented cyl 1284h x 475d,763.79,3
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1110,Gledhill 150ltr Slimline StainlessLite Plus Unvented cyl 1520h x 475d,763.79,3
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1111,Gledhill 180ltr Slimline StainlessLite Plus Unvented cyl 1790h x 475d,873.28,3
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1112,Gledhill 210ltr Slimline StainlessLite Plus Unvented cylinder 1963h x,873.28,3
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1100,Gledhill StainlessLite Plus Twin Coil Unvented 180 Ltr Indirect Cylin,873.28,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1101,Gledhill StainlessLite Plus Twin Coil Unvented 210 Ltr Indirect Cylin,873.28,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1102,Gledhill StainlessLite Plus Twin Coil Unvented 250 Ltr Indirect Cylin,982.56,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1103,Gledhill StainlessLite Plus Twin Coil Unvented 300 Ltr Indirect Cylin,982.56,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1104,Gledhill StainlessLite Plus Twin Coil Vented 180 Ltr Indirect Cylinde,578.04,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1105,Gledhill StainlessLite Plus Twin Coil Vented 210 Ltr Indirect Cylinde,610.46,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1106,Gledhill StainlessLite Plus Twin Coil Vented 250 Ltr Indirect Cylinde,610.46,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1107,Gledhill StainlessLite Plus Twin Coil Vented 300 Ltr Indirect Cylinde,643.28,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1310,Vaillant aroTHERM 45 litre buffer,360.0,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1311,Vaillant uniSTOR 150 litre standard cylinder,660.0,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1312,Vaillant uniSTOR 200 litre standard cylinder,690.0,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1313,Vaillant uniSTOR 250 litre standard cylinder,850.0,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1314,Vaillant uniSTOR 300 litre standard cylinder,910.0,7
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1326,Mixergy 210ltr slimline unvented cylinder 1992h x 470dia,1681.0,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0001,TELFORD 50L STAINLESS BUFFER STORE WITH IMMERSION HEATER,320.0,5
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0002,Gledhill SL Plus 180 Slim Unvented Heat Pump Cylinder,830.0,5
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0003,Gledhill SL Plus 210 Slim Unvented Heat Pump Cylinder,900.0,5
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0004,Gledhill SL Plus 180 Unvented Heat Pump Cylinder,780.0,5
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0005,Gledhill SL Plus 210 Unvented Heat Pump Cylinder,810.0,5
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0006,Gledhill SL Plus 250 Unvented Heat Pump Cylinder,850.0,5
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0007,Gledhill SL Plus 300 Unvented Heat Pump Cylinder,910.0,5
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0008,Mixergy 120ltr Unvented cylinder 986h x 582dia,1427.26,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0009,Mixergy 150ltr Unvented cylinder 1166h x 582dia,1447.64,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0010,Mixergy 180ltr Unvented cylinder 1346h x 582dia,1498.62,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0011,Mixergy 210ltr Unvented cylinder 1526h x 582dia,1529.21,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0012,Mixergy 120ltr Open Vented cylinder 986h x 582dia,1427.26,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0013,Mixergy 150ltr Open Vented cylinder 1166h x 582dia,1420.0,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0014,Mixergy 180ltr Open Vented cylinder 1346h x 582dia,1498.62,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0015,Mixergy 210ltr Open Vented cylinder 1526h x 582dia,1529.21,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0016,Mixergy 120ltr Slimline Unvented cylinder 1250h x 485dia,1437.46,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0017,Mixergy 150ltr Slimline Unvented cylinder 1440h x 485dia,1457.84,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0018,Mixergy 180ltr Slimline Unvented cylinder 1690h x 485dia,1508.82,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0019,Mixergy 210ltr Slimline Unvented cylinder 2000h x 485dia,1549.6,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0020,Mixergy 120ltr Slimline Open Vented cylinder 1250h x 485dia,1420.0,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0021,Mixergy 150ltr Slimline Open Vented cylinder 1440h x 485dia,1478.23,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0022,Mixergy 180ltr Slimline Open Vented cylinder 1690h x 485dia,1470.0,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL0023,Mixergy 210ltr Slimline Open Vented cylinder 2000h x 485dia,1419.72,10
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1330,Mixergy 210ltr slimline open vented cylinder 1992h x 470dia,1409.0,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1328,Mixergy 150ltr slimline open vented cylinder 1429h x 470dia,1466.6,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1329,Mixergy 180ltr slimline open vented cylinder 1676h x 470dia,1488.6,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1327,Mixergy 120ltr slimline open vented cylinder 1241h x 470dia,1445.6,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1324,Mixergy 150ltr slimline unvented cylinder 1429h x 470dia,1639.0,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1317,Mixergy 180ltr unvented cylinder 1300h x 580dia,1539.0,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1325,Mixergy 180ltr slimline unvented cylinder 1676h x 470dia,1549.0,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1318,Mixergy 210ltr unvented cylinder 1500h x 580dia,1671.2,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1315,Mixergy 120ltr Unvented cylinder 1050h x 580dia,1499.0,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1323,Mixergy 120ltr slimline unvented cylinder 1241h x 470dia,1509.0,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1316,Mixergy 150ltr Unvented cylinder 1200h x 580dia,1519.0,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1321,Mixergy 180ltr open vented cylinder 1300h x 580dia,1477.6,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1322,Mixergy 210ltr open vented cylinder 1500h x 580dia,1499.8,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1319,Mixergy 120ltr open vented cylinder 1050 x 580dia,1339.0,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1320,Mixergy 150ltd open vented cylinder 1200h x 580dia,1359.0,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1133,Mixergy 150ltr Slimline Open Vented Cylinder 1510h x 478dia,1375.67,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1135,Mixergy 210ltr Slimline Open Vented Cylinder 2073h x 478dia,1419.72,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1127,Mixergy 210ltr Open Vented cylinder 1613h x 580dia,1408.3,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1134,Mixergy 180ltr Slimline Open Vented Cylinder 1760h x 478dia,1397.09,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1128,Mixergy 120ltr Slimline Unvented Cylinder 1332h x 478dia,1353.24,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1132,Mixergy 120ltr Slimline Open Vented Cylinder 1332h x 478dia,1353.24,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1124,Mixergy 120ltr Open Vented cylinder 1053h x 580dia,1343.05,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1131,Mixergy 210ltr Slimline Unvented Cylinder 2073h x 478dia,1419.72,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1126,Mixergy 180ltr Open Vented cylinder 1423h x 580dia,1386.89,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1125,Mixergy 150ltr Open Vented cylinder 1237h x 580dia,1364.46,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1130,Mixergy 180ltr Slimline Unvented Cylinder 1760h x 478dia,1397.09,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1122,Mixergy 180ltr Unvented cylinder 1423h x 580dia,1386.89,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1129,Mixergy 150ltr Slimline Unvented Cylinder 1510h x 478dia,1375.67,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1123,Mixergy 210ltr Unvented cylinder 1613h x 580dia,1408.3,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1121,Mixergy 150ltr Unvented cylinder 1237h x 580dia,1364.46,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,CCYL1120,Mixergy 120ltr Unvented cylinder 1053h x 580dia,1343.05,0
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,P234,Install wall vent (rect 213x136x330mm)148 cmsq FA,107.26,3
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,P235,Install wall vent (circ 125dia x 600mm)100cmsq FA,80.34,3
Hive Hubs,Classic Towel Warmers/Low Surface Temp Rads/Designer Radiators,P236,Install white door grilles (660x50mm) 109cmsq FA,23.24,3
