section,subsection,component_id,description,selling_price_gbp,lead_time_days
Extras,,PDC01,Material Delivery Charge,62.8,0
Extras,,PGDA01,Green Deal Assessment,138.0,0
Extras,,PGDA04,Scotland Green Homes Cashback Pack,138.0,0
Extras,,PPI11,Premium Installation,160.2,0
Extras,,P0001,ASHP Additional specialist delivery,250.0,0
Extras,,P0002,ASHP Higher Tier Additional Specialist Delivery,500.0,0
